head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Fey,Karla,family,undirected,2,0.9889385150000001,0.98959816,1.086460005316192,"Infobox field family/Relatives: Fey (Nephew) Gunther's Father (Grand-Cousin, In-Law) | Infobox field family/Aunt: Karla"
Lungtase,Magdalena,family,undirected,2,0.988908335,0.98932767,1.0864268491973197,Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena
Bonifatius,Constanze,family,undirected,2,0.988907735,0.9893526,1.0864261900299466,"Infobox field family/Relatives: Heidemarie (Granddaughter-in-Law, Deceased) Sylvester (Nephew) Georgine (Niece) Constanze (Niece) Aurelia (Granddaughter-in-Law) | Infobox field family/Uncle: Bonifatius Bezewanst (Deceased)"
Anastasius,Waldifried,family,undirected,2,0.98889173,0.9897395,1.0864086067402665,"Infobox field family/Relatives: Sigiswald (Nephew) Anastasius (Nephew) Hildebrand (Nephew) Nahelache (Niece, In-Law) Eglantine (Niece) | Infobox field family/Uncle: Waldifried (Deceased) Former Second Prince Former Third Prince Former Fourth' Prince"
Bonifatius,Nikolaus,family,undirected,2,0.9888776749999999,0.9888948,1.0863931657445491,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Bonifatius,Cornelius,family,undirected,2,0.98887655,0.9889627,1.0863919298057245,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Bonifatius,Lamprecht,family,undirected,2,0.98886517,0.98891824,1.0863794275978793,"Infobox field family/Offspring: Eckhart (Grandson) Lamprecht (Grandson) Cornelius (Grandson) Rozemyne (Granddaughter) Traugott (Grandson) Nikolaus (Grandson) Siegrecht (Great-Grandson, Lamprecht's Son) | Infobox field family/Grandfather: Bonifatius"
Bonifatius,Sylvester,family,undirected,2,0.98886373,0.98947376,1.0863778455961839,"Infobox field family/Relatives: Heidemarie (Granddaughter-in-Law, Deceased) Sylvester (Nephew) Georgine (Niece) Constanze (Niece) Aurelia (Granddaughter-in-Law) | Infobox field family/Uncle: Bonifatius Bezewanst (Deceased)"
Gabriele,Sylvester,family,undirected,2,0.98885285,0.9890394,1.086365892694483,"Infobox field family/Grandmother: Gabriele (Deceased) | Infobox field family/Offspring: Constanze (Granddaughter) Georgine (Granddaughter) Sylvester (Grandson) Wilfried (Great-Grandson) Rozemyne (Great-Granddaugther, through Adoption) Charlotte (Great-Granddaughter) Melchior (Great-Grandson) Henrietta (Great-Granddaughter) Detlinde (Great-Granddaughter) Rudiger (Great-Grandson) Alstede (Great-Granddaughter) Wolfram (Great-Grandson, Deceased)"
Count Leisegang,Hartmut,family,undirected,2,0.9888408200000001,0.98971844,1.0863526763886504,Infobox field family/Relatives: Leonore (Niece) Oliswalt (Nephew) Hartmut (Nephew) | Infobox field family/Uncle: Unnamed Archscholar Count Leisegang
Constanze,Gabriele,family,undirected,2,0.9888406,0.9889874,1.0863524346939468,"Infobox field family/Grandmother: Gabriele (Deceased) | Infobox field family/Offspring: Constanze (Granddaughter) Georgine (Granddaughter) Sylvester (Grandson) Wilfried (Great-Grandson) Rozemyne (Great-Granddaugther, through Adoption) Charlotte (Great-Granddaughter) Melchior (Great-Grandson) Henrietta (Great-Granddaughter) Detlinde (Great-Granddaughter) Rudiger (Great-Grandson) Alstede (Great-Granddaughter) Wolfram (Great-Grandson, Deceased)"
Bonifatius,Georgine,family,undirected,2,0.98882231,0.98938507,1.086332341075187,"Infobox field family/Relatives: Heidemarie (Granddaughter-in-Law, Deceased) Sylvester (Nephew) Georgine (Niece) Constanze (Niece) Aurelia (Granddaughter-in-Law) | Infobox field family/Uncle: Bezewanst Bonifatius"
Gabriele,Veronica,family,undirected,2,0.98882082,0.98955274,1.0863307041428771,Infobox field family/Daughter: Veronica | Infobox field family/Mother: Gabriele (Deceased)
Hildebrand,Werdekraf,family,undirected,2,0.988817115,0.989426,1.0863266337843476,Infobox field family/Relatives: Hildebrand (Nephew) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Uncle: Aub Dunkelfelger Waldifried (Deceased)
Justus,Traugott,family,undirected,2,0.98879622,0.9889237,1.0863036782805757,"Infobox field family/Uncle: Karstedt, Justus | Infobox field family/Relatives: Traugott (Nephew)"
Nahelache,Trauerqual,family,undirected,2,0.9887890699999999,0.98917574,1.0862958232027118,Infobox field family/Offspring: Nahelache's Child (Grandson) Stephareine (Granddaughter) | Infobox field family/Daughter: Unnamed Daughter (Deceased) Nahelache (In-Law) Eglantine (In-Law) Adolphine (in-Law)
Lestilaut,Sieglinde,family,undirected,2,0.988763625,0.98934245,1.0862678690130267,Infobox field family/Mother: Sieglinde | Infobox field family/Son: Lestilaut
Charlotte,Georgine,family,undirected,2,0.98875775,0.9890048,1.0862614146658307,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine Constanze"
Deid,Sieg,family,undirected,2,0.9887482000000001,0.9895606,1.086250922918474,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Ferdinand,Melchior,family,undirected,2,0.9887414,0.9893411,1.086243452354911,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Through Adoption) Charlotte (Niece) Melchior (Nephew) Henriette (Niece) Detlinde (Niece) Rudiger (Nephew) | Infobox field family/Uncle: Ferdinand"
Gieselfried,Martina,family,undirected,2,0.9887338999999999,0.9895375,1.086235212762746,"Infobox field family/Relatives: Letizia (Granddaughter, Biological) Benedikta (Granddaughter) Aurelia (Niece) Martina (Niece) Lamprecht (Nephew, In-Law) | Infobox field family/Uncle: Gieselfried (Deceased)"
Claudio,Cornelius,family,undirected,2,0.9887242,0.98937523,1.086224556223546,"Infobox field family/Relatives: Previous Count Leisegang (Grandfather, Deceased) Count Groschel (Cousin) Eckhart (Nephew) Lamprecht (Nephew) Cornelius (Nephew) Rozemyne (Niece) | Infobox field family/Uncle: Claudio"
Bertilde,Previous Count Leisegang,family,undirected,2,0.988718735,0.9887912,1.0862185523073884,"Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Relatives: Previous Count Leisegang (Great-Great-Grandfather, Deceased) First Count Groschel (Great-Grandfather) Bezewanst (Granduncle) Veronica (Grandaunt)"
Irmhilde,Sylvester,family,undirected,2,0.988710725,0.98988765,1.0862097524229561,Infobox field family/Relatives: Georgine (Niece) Constanze (Niece) Sylvester (Nephew) | Infobox field family/Aunt: Irmhilde (Deceased) Unnamed Woman (Deceased)
Georgine,Irmhilde,family,undirected,2,0.988690365,0.98985463,1.0861873846767587,Infobox field family/Relatives: Georgine (Niece) Constanze (Niece) Sylvester (Nephew) | Infobox field family/Aunt: Irmhilde (Deceased) Unnamed Woman (Deceased)
Constanze,Irmhilde,family,undirected,2,0.9886718,0.9898526,1.0861669889396197,Infobox field family/Relatives: Georgine (Niece) Constanze (Niece) Sylvester (Nephew) | Infobox field family/Aunt: Irmhilde (Deceased) Unnamed Woman (Deceased)
Claudio,Rozemyne,family,undirected,2,0.988669725,0.9890877,1.0861647093191207,"Infobox field family/Relatives: Previous Count Leisegang (Grandfather, Deceased) Count Groschel (Cousin) Eckhart (Nephew) Lamprecht (Nephew) Cornelius (Nephew) Rozemyne (Niece) | Infobox field family/Grandmother: Veronica (Adoptive)|family/Uncle=Ferdinand (Adoptive) Claudio (Baptismal)"
Flutrane,Mestionora,family,undirected,2,0.98866842,0.98913234,1.086163275630084,Infobox field family/Relatives: Mestionora (Niece) | Infobox field family/Aunt: Flutrane Schutzaria
Georgine,Rudiger,family,undirected,2,0.98865125,0.9888754,1.0861444124570876,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Florencia Georgine (Deceased)"
Milda,Renate,family,undirected,2,0.988651235,0.98876137,1.0861443959779031,Infobox field family/Relatives: Renate (Niece) Knut (Nephew) }} | Infobox field family/Aunt: Milda
Bezewanst,Elvira,family,undirected,2,0.98864555,0.9892236,1.0861381503670422,"Infobox field family/Relatives: Sylvester (Nephew) Georgine (Niece) Florencia (Niece-in-law) Ferdinand (Nephew-in-law) Wilfried (Great nephew) Rozemyne (Great niece through adoption) Charlotte (Great niece) Melchior (Great nephew) Detlinde (Great niece) Elvira (Cousin) | Infobox field family/Uncle: Adelbert (In-Law, Deceased) Bezewanst (Cousin)"
Rozemyne,Rudiger,family,undirected,2,0.9886307999999999,0.98935246,1.0861219458357843,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henrietta (Cousin) Detlinde (Cousin) Rozemyne (Adoptive Cousin) Bonifatius (Great Uncle) Bezewanst (Great Uncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Adelbert,Rozemyne,family,undirected,2,0.98862827,0.98900664,1.086119166346694,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Bonifatius (Baptismal) Adelbert (Adoptive, Deceased)"
Rozemyne,Veronica,family,undirected,2,0.988624605,0.98883224,1.086115139932656,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, Adoptive) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Wolfram (Grandson, Deceased) Detlinde (Granddaughter) Rudiger (Grandson) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandmother: Veronica (Adoptive)|family/Uncle=Ferdinand (Adoptive) Claudio (Baptismal)"
Deid,Zasha,family,undirected,2,0.988602725,0.9895069,1.08609110229578,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Georgine,Melchior,family,undirected,2,0.9885887499999999,0.98893636,1.0860757491890458,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Constanze Georgine (Deceased)"
Deid,Ralph,family,undirected,2,0.9885612500000001,0.9893076,1.0860455373511075,Infobox field family/Father: Deid | Infobox field family/Son: Zasha Sieg Ralph Lutz
Adelbert,Detlinde,family,undirected,2,0.988507805,0.98905575,1.0859868220173396,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Adelbert (Deceased)"
Adelbert,Wilfried,family,undirected,2,0.988496765,0.98894453,1.0859746933376728,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Adelbert (Deceased)"
Adelbert,Rudiger,family,undirected,2,0.98845998,0.9889713,1.085934280884634,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Adelbert (Deceased)"
Magdalena,Raufereg,family,undirected,2,0.9884376500000001,0.98932856,1.085909748872228,Infobox field family/Relatives: Lestilaut (Nephew) Hannelore (Niece) Raufereg (Nephew) Lungtase (Niece) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Aunt: Magdalena
Detlinde,Rozemyne,family,undirected,2,0.988416635,0.9891641,1.0858866615349816,"Infobox field family/Relatives: Wilfried (Cousin) Charlotte (Cousin) Melchior (Cousin) Henriette (Cousin) Rudiger (Cousin) Rozemyne (Cousin, Adoptive) Aurelia (Cousin) Martina (Cousin) Letizia (Niece) Benedikta (Niece) Bezewanst (Granduncle, Deceased) | Infobox field family/Relatives: Detlinde (Cousin, Adoptive) Rudiger (Cousin, Adoptive) Traugott (Cousin, Baptismal) Previous Count Leisegang (Great-Grandfather, Baptismal, Deceased) Siegrecht (Nephew, Baptismal) Deid's Mother (Distant Cousin,Biological)"
Adelbert,Charlotte,family,undirected,2,0.988415275,0.9890864,1.0858851674222691,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Adelbert (Deceased)"
Adelbert,Melchior,family,undirected,2,0.988408265,0.9890542,1.0858774661501256,"Infobox field family/Offspring: Wilfried (Grandson) Rozemyne (Granddaughter, through Adoption) Charlotte (Granddaughter) Melchior (Grandson) Henriette (Granddaughter) Rudiger (Grandson) Detlinde (Granddaughter) Alstede (Granddaughter) Benedikta (Great-Granddaugher) | Infobox field family/Grandfather: Adelbert (Deceased)"
Karla,Sieg,family,undirected,2,0.98839082,0.98934734,1.0858583008587497,Infobox field family/Mother: Karla | Infobox field family/Son: Zasha Sieg Ralph Lutz
Constanze,Melchior,family,undirected,2,0.98834774,0.98901445,1.0858109726413538,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Melchior (Nephew) Charlotte (Niece) Henriette (Niece) Detlinde (Niece) Rozemyne (Niece, through adoption) Detlinde (Niece) Alstede (Niece) Wolfram (Nephew, Deceased) | Infobox field family/Aunt: Constanze Georgine (Deceased)"
Bezewanst,Irmhilde,family,undirected,2,0.9882841,0.9888403,1.085741056955303,"Infobox field family/Sister: Veronica (Half-Sister, In-Law) Bezewanst (Half-Brother, In-Law, Deceased) | Infobox field family/Sister: Veronica Irmhilde (Half-Sister, Deceased) Unnamed Woman (Half-Sister, In-Law, Deceased)"
Karla,Zasha,family,undirected,2,0.9882655,0.9892889,1.085720622766734,Infobox field family/Mother: Karla | Infobox field family/Son: Zasha Sieg Ralph Lutz
Barthold,Wilfried,service_retainer,directed,2,0.98825838,0.9882997,1.0857128006472385,"Infobox field occupation: Royal Academy Student Apprentice Scholar Wilfried's Retainer | Barthold (バルトルト, Barutoruto) is a mednoble apprentice scholar of the Former Veronica Faction and eventually becomes one of Wilfried's retainers."
Aurelia,Georgine,family,undirected,2,0.988236115,0.9887611,1.0856883400446313,"Infobox field family/Relatives: Karstedt (Cousin) Wilfried (Nephew) Rozemyne (Niece, Adoptive) Charlotte (Niece) Melchior (Nephew) Henrietta (Niece) Rudiger (Nephew) Aurelia (Niece) Martina (Niece) Benedikta (Granddaughter) | Infobox field family/Aunt: Georgine (Deceased)"
Laurenz,Rozemyne,service_retainer,directed,2,0.9882063000000001,0.9884576,1.0856555849192449,Infobox field occupation: Apprentice Knight Royal Academy Student Rozemyne's Retainer | Laurenz (ラウレンツ Raurentsu) is an apprentice medknight who serves as one of Rozemyne's name-sworn retainers.
Hortensia,Waldifried,service_retainer,directed,2,0.9882,0.9884008,1.085648663661826,"Infobox field occupation: Librarian Prince Waldifried's Retainer (Former) Third Prince's Retainer (Former) | Hortensia was originally born in Klassenberg, but managed to be recruited into the Sovereignty, where she became a scholar retainer to the king's second son Prince Waldifried."
Matthias,Rozemyne,service_retainer,directed,2,0.988189125,0.9884163,1.0856367162531868,"Infobox field occupation: Apprentice Knight Royal Academy Student Rozemyne's Retainer | Matthias (マティアス, Matiasu) is an adult mednoble knight who serves as one of Rozemyne's name-sworn retainers."
Rozemary,Traugott,family,undirected,2,0.98816812,0.98875254,1.0856136399020633,Infobox field family/Relatives: Traugott (Nephew) | Infobox field family/Aunt: Elvira Trudeliede Rozemary (Deceased)
Hartmut,Leonore,family,undirected,2,0.98815865,0.989665,1.0856032360436898,"Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather, Deceased) Hartmut (Cousin) | *Hartmut is a distant blood relative of Rozemyne and several of her other retainers, including Leonore, Brunhilde, Cornelius, and Traugott , all of whom are descendants of important Liesegang faction members."
Florencia,Rudiger,family,undirected,2,0.98815605,0.9883404,1.085600379651739,"Infobox field family/Relatives: Rudiger (Nephew) Detlinde (Niece, In-Law) Wolfram (Nephew, In-Law, Deceased) Alstede (Niece, In-Law) Several Unnamed Nieces (In-Law) | Infobox field family/Aunt: Florencia Georgine (Deceased)"
Elvira,Traugott,family,undirected,2,0.9881377,0.9897647,1.0855802201162421,Infobox field family/Relatives: Previous Count Leisegang (Great-Grandfather) Count Groschel (Cousin) Traugott (Nephew) | Infobox field family/Aunt: Elvira Trudeliede Rozemary (Deceased)
Irmhilde,Veronica,family,undirected,2,0.988132025,0.9888783,1.0855739854915039,"Infobox field family/Sister: Veronica (Half-Sister, In-Law) Bezewanst (Half-Brother, In-Law, Deceased) | Infobox field family/Sister: Irmhilde (In-Law, Deceased) Unnamed Woman (Half-Sister, In-Law, Deceased)"
Traugott,Rozemyne,service_retainer,directed,2,0.9881293,0.9883789,1.0855709917730172,"Infobox field occupation: Apprentice Knight Royal Academy Student Rozemyne's Retainer (Former) | He previously served as one of Rozemyne’s retainers, but later resigned."
Karla,Ralph,family,undirected,2,0.98810983,0.98896116,1.0855496017917567,Infobox field family/Mother: Karla | Infobox field family/Son: Zasha Sieg Ralph Lutz
Kamil,Tuuli,family,undirected,2,0.9880741500000001,0.9889113,1.0855104033052974,"Infobox field family/Sister: Tuuli Myne (Officially Deceased) | Tuuli (トゥーリ, Tuuri) is the oldest daughter of Gunther and Effa, as well as the older sister of Myne and Kamil."
Angelica,Rozemyne,service_retainer,directed,2,0.9880704499999999,0.9881517,1.0855063384398291,Infobox field occupation: Knight Rozemyne's Retainer | Angelica (アンゲリカ Angerika) is a medknight who serves Rozemyne as a retainer.
Rasantark,Werdekraf,family,undirected,2,0.9880487,0.9892519,1.0854824436225505,Infobox field family/Relatives: Hildebrand (Nephew) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Father: Aub Dunkelfelger's elder brother
Ferdinand,Valamarlene,family,undirected,2,0.98803985,0.9884701,1.085472720903796,"Infobox field family/Aunt: Irmhilde (Deceased) Valamarlene (Deceased) | Infobox field family/Relatives: Ferdinand (Nephew) Unnamed boy (Nephew, Deceased)"
Nahelache,Ralfrieda,family,undirected,2,0.98796655,0.9892497,1.0853921926230365,"Infobox field family/Offspring: Stephareine (Granddaughter) Nahelache's Child (Grandson) | Infobox field family/Daughter: Adolphine (In-Law, Former), Nahelache (In-Law), Eglantine (In-Law)"
Leberecht,Previous Count Leisegang,family,undirected,2,0.9879536,0.9888103,1.0853779655938982,Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Grandfather: Previous Count Leisegang (Deceased)
Adrett,Rozemyne,service_retainer,directed,2,0.98789112,0.9883292,1.0853093242981022,"Infobox field occupation: Library Magic Tool Rozemyne's Pseudo-Retainer | During her next term at the Royal Academy, Lady Rozemyne takes Adrett along with her to the academy, to serve her as a kind of retainer and scholar, alongside her Human personnel."
Strahl,Rozemyne,service_retainer,directed,2,0.98788935,0.9883459,1.0853073797543513,"Infobox field occupation: Alexandria's Knight's Commander Rozemyne's Retainer Ferdinand's Retainer (Former) Ahrensbach Knight Commander (Former) Gieselfried's Retainer (Former) Knight | After the Lanzenave invasion was defeated and the founding of Alexandria, Strahl joins Rozemyne's service as Aub Alexandria and is reinstated as the Knight Commander."
Leberecht,Florencia,service_retainer,directed,2,0.987879025,0.9882997,1.0852960365824709,"Infobox field occupation: Florencia's Retainer Adult Scholar | Leberecht (レーベレヒト, Reeberehito) is an archscholar who serves as Florencia's retainer."
Count Leisegang,Previous Count Leisegang,family,undirected,2,0.9878716000000001,0.9888776,1.0852878793862275,Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter) | Infobox field family/Grandfather: Previous Count Leisegang (Deceased)
Kazmiar,Melchior,service_retainer,directed,2,0.987867235,0.98836887,1.0852830839435874,Infobox field occupation: Ehrenfest's High Priest Melchior's Retainer Attendant | Kazmiar is an Ehrenfest archattendant who serves as Melchior's attendant.
Damuel,Rozemyne,service_retainer,directed,2,0.98783835,0.9881194,1.0852513505276293,"Damuel (ダームエル, Daamueru) is a layknight, who serves as Rozemyne’s retainer and lead guard knight at the temple. | Infobox field occupation: Bonifatius' Guard Knight Rozemyne's Guard Knight (Former)"
Codenest,Werdekraf,family,undirected,2,0.98761135,0.9891264,1.0850019655381016,Infobox field family/Relatives: Hildebrand (Nephew) Kenntrips (Nephew) Rasantark (Nephew) Codenest (Nephew) | Infobox field family/Father: Aub Dunkelfelger's Younger Brother
Ferdinand,Eckhart,service_retainer,directed,2,0.9874638200000001,0.9880927,1.0848398872671545,"Ferdinand also accepted Justus, Eckhart and Lasfam as his retainers after joining the Royal Academy. | He specializes in collecting information. * Sergius - An Ahrensbach noble assigned to be his attendant upon his arrival in Ahrensbach. *Eckhart - An archnoble who serves as a guard knight."
Rozemyne,Tuuli,family,undirected,2,0.98745843,0.9883803,1.0848339657469184,"Infobox field family/Sister: Charlotte (Adoptive) Henriette (Adoptive) Heidemarie (Baptismal, In-Law, Deceased) Tuuli (Biological) Aurelia (In-Law) | Infobox field family/Sister: Myne (Legally Deceased)"
Giebe Kirnberger,Alexis,service_retainer,directed,2,0.987338325,0.98776835,1.084702016917988,"Upon learning this, Giebe Kirnberger assigned one of his veteran knights to give Alexis extra lessons and training, so he would be a worthy retainer to a member of the archducal family. | Several years later Lord Wilfried lost many of his retainers, giving Alexis the chance to become his guard knight, at Lamprecht's invitation."
Lungtase,Raufereg,family,undirected,2,0.98730668,0.98834246,1.0846672513321132,"Infobox field family/Sister: Hannelore (Half-sister) Lungtase | In order to survive, remain in the archducal family, and not be held responsible to the foolish actions and schemes of her mother Lady Reichlene and her brother Raufereg, Lungtase seeks to be under Hannelore's protection."
Ottilie,Rozemyne,service_retainer,directed,2,0.9873053700000001,0.98789364,1.084665812150015,"Infobox field occupation: Attendant Rozemyne's Retainer | Ottilie (オティーリエ, Otiirie) is an Ehrenfest archattendant who served Rozemyne in the castle."
Thorsten,Wilfried,service_retainer,directed,2,0.987285935,0.98813117,1.0846444606201846,Infobox field occupation: Scholar Wilfried's Retainer | Thorsten is an Ehrenfest noble serves Wilfried as an adult archscholar.
Kamil,Myne,family,undirected,2,0.98720315,0.9886568,1.0845535120018672,"Infobox field family/Sister: Tuuli Myne (Officially Deceased) | Kamil (カミル Kamiru) is the youngest child of Gunther and Effa, a part of Myne's family."
Gabriele,Grausam,family,undirected,2,0.98719473,0.9875606,1.0845442616863967,"Infobox field family/Mother: Archattendant of Gabriele (Deceased) | Grausam's mother was one of the archnoble attendants that Lady Gabriele brought with her from Ahrensbach, when moving to Ehrenfest."
Benno,Milda,family,undirected,2,0.98719237,0.98752624,1.0845416689613956,Infobox field family/Sister: Corinna Milda | Milda is the sister of Benno and Corinna and the middle child between them.
Gudrun,Georgine,service_retainer,directed,2,0.9871729,0.9881024,1.0845202789801351,Infobox field occupation: Attendant Georgine's Retainer (Former) | At the royal academy and up to her marriage Gudrun served as one of Lady Georgine's retainers.
Andrea,Hannelore,service_retainer,directed,2,0.98712365,0.9879715,1.0844661723249183,Infobox field occupation: Apprentice Attendant Hannelore's Retainer | Andrea is an apprentice arch attendant from Dunkelfelger who serves Lady Hannelore at the Royal Academy.
Brunhilde,Hartmut,family,undirected,2,0.9870932,0.9874894,1.0844327195807282,"*The first time Brunhilde appears on page is in Part 3 Volume 3, as ""Count Groschel's daughter with crimson red hair"" during the first study material sales conducted by Rozemyne. *As Rozemyne is the baptized daughter of Elvira, Brunhilde is a distant ""blood"" relative of Rozemyne and several of her other fellow retainers, including Hartmut, Leonore, Cornelius, and Traugott, all of whom are descendants of important Liesegang faction members. | *Hartmut is a distant blood relative of Rozemyne and several of her other retainers, including Leonore, Brunhilde, Cornelius, and Traugott , all of whom are descendants of important Liesegang faction members."
Adolphine,Oderkunst,service_retainer,directed,2,0.9870743150000001,0.98742026,1.0844119722876568,"However, her retainer Oderkunst warns her that a more effective potion may simply prompt the royal family to work her even harder. | *Oderkunst - A sovereign scholar, formerly of Drewanchel, who was assigned as her retainer upon her marriage to Prince Sigiswald."
Reginald,Werdekraf's Elder Brother,family,undirected,2,0.98700167,0.9875234,1.0843321635979466,"He is the father of Reginald with his first wife , Kenntrips with his second wife, and Rasantark with his third wife. | Infobox field family/Son: Reginald Kenntrips Rasantark"
Reginald,Werdekraf,family,undirected,2,0.9869264,0.9876133,1.0842494710509785,Infobox field family/Uncle: Aub Dunkelfelger | Infobox field family/Father: Aub Dunkelfelger's Elder Brother
Bezewanst,Myne,enemy_rival,undirected,2,0.986817435,0.9869304,1.0841297607629437,"He bears a strong grudge against the commoner Myne. | In that version of story, the High Bishop is a kind old man, who tries to protect Myne from the High Priest, who views her as a threat and wants to eliminate her."
